level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	13	1	0	0	6560	1176	4468	336	-1	
4	1	13	1	1	0	6560	1176	4468	336	-1	
5	1	13	1	1	1	6560	1156	4468	376	6.114607	IR
5	1	13	1	1	2	8181	1152	195	390	27.689810	P
5	1	13	1	1	3	8571	1152	293	390	0.000000	Eh
5	1	13	1	1	4	9091	1152	228	390	4.575500	N
5	1	13	1	1	5	9448	1152	196	390	0.872374	P
5	1	13	1	1	6	9903	1152	261	390	11.466475	BN
5	1	13	1	1	7	10326	1152	228	390	7.737083	BN
5	1	13	1	1	8	10781	1152	228	390	0.000000	D
2	1	14	0	0	0	6716	1464	4312	284	-1	
3	1	14	1	0	0	6716	1464	4312	284	-1	
4	1	14	1	1	0	6716	1464	4312	284	-1	
5	1	14	1	1	1	6716	1444	809	304	11.758823	T~
5	1	14	1	1	2	7719	1464	228	284	34.296814	B
5	1	14	1	1	3	8272	1464	163	336	22.024139	A
5	1	14	1	1	4	8629	1464	196	336	29.037796	e
5	1	14	1	1	5	9052	1464	195	284	30.977386	e
5	1	14	1	1	6	9474	1464	196	284	33.955544	e
5	1	14	1	1	7	9897	1464	163	284	12.058544	o
5	1	14	1	1	8	10319	1464	163	284	0.000000	o
5	1	14	1	1	9	10709	1440	326	390	28.759985	ok
2	1	15	0	0	0	1748	1472	3036	356	-1	
3	1	15	1	0	0	1748	1472	3036	356	-1	
4	1	15	1	1	0	1748	1472	3036	356	-1	
5	1	15	1	1	1	1748	1524	576	304	0.000000	NN
5	1	15	1	1	2	2751	1452	326	356	34.843796	R
5	1	15	1	1	3	3239	1472	228	336	0.000000	S
5	1	15	1	1	4	3694	1472	195	336	0.000000	N
5	1	15	1	1	5	4116	1472	196	336	0.000000	N
5	1	15	1	1	6	4474	1472	293	336	0.638762	B
2	1	16	0	0	0	6716	1732	1344	88	-1	
3	1	16	1	0	0	6716	1732	1344	88	-1	
4	1	16	1	1	0	6716	1732	1344	88	-1	
5	1	16	1	1	1	6712	1728	64	96	54.008083	-
5	1	16	1	1	2	6824	1732	204	68	12.508602	o
2	1	17	0	0	0	8540	1752	2488	48	-1	
3	1	17	1	0	0	8540	1752	2488	48	-1	
4	1	17	1	1	0	8540	1752	2488	48	-1	
5	1	17	1	1	1	8540	1752	314	48	25.322571	.
5	1	17	1	1	2	9064	1752	210	48	50.608887	.
5	1	17	1	1	3	9336	1752	1692	48	21.068779	oy
5	1	17	1	1	4	10492	1748	540	72	0.000000	e
2	1	18	0	0	0	508	1236	1340	860	-1	
3	1	18	1	0	0	508	1236	1340	860	-1	
4	1	18	1	1	0	508	1236	1340	860	-1	
5	1	18	1	1	1	508	1236	1340	860	44.229465	ilf’
2	1	19	0	0	0	1060	1472	3724	624	-1	
3	1	19	1	0	0	1060	1472	3724	624	-1	
4	1	19	1	1	0	1060	1472	3724	624	-1	
5	1	19	1	1	1	1060	1472	3724	624	64.778648	I!illlﬂi‘!.ili‘!.ili‘!.ili‘!i
2	1	20	0	0	0	6188	1516	684	572	-1	
3	1	20	1	0	0	6188	1516	684	572	-1	
4	1	20	1	1	0	6188	1516	684	572	-1	
5	1	20	1	1	1	6188	1324	684	764	0.000000	[F
2	1	21	0	0	0	6716	1804	4312	284	-1	
3	1	21	1	0	0	6716	1804	4312	284	-1	
4	1	21	1	1	0	6716	1804	4312	284	-1	
5	1	21	1	1	1	6716	1752	4312	356	0.000000	IS
5	1	21	1	1	2	8993	1748	340	370	0.000000	EN
5	1	21	1	1	3	9456	1748	401	370	0.000000	e
5	1	21	1	1	4	10288	1748	186	370	56.554100	E
5	1	21	1	1	5	10720	1748	309	370	33.660896	S
2	1	22	0	0	0	1588	2048	3196	336	-1	
3	1	22	1	0	0	1588	2048	3196	336	-1	
4	1	22	1	1	0	1588	2048	3196	336	-1	
5	1	22	1	1	1	1588	2028	736	356	11.978569	NN
5	1	22	1	1	2	2819	2048	413	356	0.000000	R
5	1	22	1	1	3	3631	2048	261	336	8.252144	PN
5	1	22	1	1	4	4119	2048	195	336	14.583454	N
5	1	22	1	1	5	4509	2048	260	336	0.000000	N
2	1	23	0	0	0	6504	2040	4524	356	-1	
3	1	23	1	0	0	6504	2040	4524	356	-1	
4	1	23	1	1	0	6504	2040	4524	356	-1	
5	1	23	1	1	1	6504	2040	4524	356	63.248753	Ill!ﬂiﬁliﬁliﬁliﬁliﬁliﬁlﬂiliﬁ
2	1	24	0	0	0	564	2100	1020	520	-1	
3	1	24	1	0	0	564	2100	1020	520	-1	
4	1	24	1	1	0	564	2100	1020	520	-1	
5	1	24	1	1	1	564	2100	1020	520	45.757187	ﬂﬂgﬁf!
2	1	25	0	0	0	1748	2336	3036	336	-1	
3	1	25	1	0	0	1748	2336	3036	336	-1	
4	1	25	1	1	0	1748	2336	3036	336	-1	
5	1	25	1	1	1	1748	2316	576	356	0.000000	NN
5	1	25	1	1	2	2751	2336	481	356	0.000000	R
5	1	25	1	1	3	3694	2336	195	336	0.000000	N
5	1	25	1	1	4	4051	2336	261	336	2.027130	BN
2	1	26	0	0	0	6560	2328	4468	284	-1	
3	1	26	1	0	0	6560	2328	4468	284	-1	
4	1	26	1	1	0	6560	2328	4468	284	-1	
5	1	26	1	1	1	6560	2328	4468	284	63.696934	ilﬂiﬁliﬁliﬁliﬁliﬁliﬁlﬂiliﬁ
2	1	27	0	0	0	1800	2624	2984	336	-1	
3	1	27	1	0	0	1800	2624	2984	336	-1	
4	1	27	1	1	0	1800	2624	2984	336	-1	
5	1	27	1	1	1	1800	2624	2984	336	62.680984	Illll!ﬂi‘!.ili‘!.ili‘!.ili‘!i
2	1	28	0	0	0	5439	2743	366	26	-1	
3	1	28	1	0	0	5439	2743	366	26	-1	
4	1	28	1	1	0	5439	2743	366	26	-1	
5	1	28	1	1	1	5435	2739	176	43	30.649900	REFRESH
5	1	28	1	1	2	5635	2739	173	43	68.369194	COUMIER
2	1	29	0	0	0	7692	2616	3336	292	-1	
3	1	29	1	0	0	7692	2616	3336	292	-1	
4	1	29	1	1	0	7692	2616	3336	292	-1	
5	1	29	1	1	1	7588	2652	472	316	23.211369	R
5	1	29	1	1	2	8281	2616	203	352	13.536167	|
5	1	29	1	1	3	8645	2616	213	292	17.778854	e
5	1	29	1	1	4	9070	2616	183	352	23.835421	e
5	1	29	1	1	5	9464	2616	213	352	35.314758	e
5	1	29	1	1	6	9889	2616	213	352	32.873962	e
5	1	29	1	1	7	10314	2616	213	352	32.427780	e
2	1	30	0	0	0	5556	3120	444	24	-1	
3	1	30	1	0	0	5556	3120	444	24	-1	
4	1	30	1	1	0	5556	3120	444	24	-1	
5	1	30	1	1	1	5556	3120	71	24	30.908813	I
2	1	31	0	0	0	6400	3124	444	24	-1	
3	1	31	1	0	0	6400	3124	444	24	-1	
4	1	31	1	1	0	6400	3124	444	24	-1	
5	1	31	1	1	1	6400	3124	71	24	30.908813	I
2	1	32	0	0	0	564	2964	640	312	-1	
3	1	32	1	0	0	564	2964	640	312	-1	
4	1	32	1	1	0	564	2964	640	312	-1	
5	1	32	1	1	1	564	2964	640	312	91.725471	IIII
2	1	33	0	0	0	1588	2912	3196	336	-1	
3	1	33	1	0	0	1588	2912	3196	336	-1	
4	1	33	1	1	0	1588	2912	3196	336	-1	
5	1	33	1	1	1	1588	2892	3196	376	0.000000	NN
5	1	33	1	1	2	2981	2888	98	390	0.000000	R
5	1	33	1	1	3	3176	2888	293	390	0.000000	FS
5	1	33	1	1	4	3696	2888	228	390	0.000000	N
5	1	33	1	1	5	4086	2888	228	390	15.605679	PN
5	1	33	1	1	6	4541	2888	228	390	0.000000	D
2	1	34	0	0	0	8300	3280	44	52	-1	
3	1	34	1	0	0	8300	3280	44	52	-1	
4	1	34	1	1	0	8300	3280	44	52	-1	
5	1	34	1	1	1	8300	3280	44	52	71.822258	|
2	1	35	0	0	0	8676	3280	92	60	-1	
3	1	35	1	0	0	8676	3280	92	60	-1	
4	1	35	1	1	0	8676	3280	92	60	-1	
5	1	35	1	1	1	8676	3280	92	60	6.313715	Al
2	1	36	0	0	0	9100	3228	516	204	-1	
3	1	36	1	0	0	9100	3228	516	204	-1	
4	1	36	1	1	0	9100	3228	516	204	-1	
5	1	36	1	1	1	9100	3228	516	204	26.040964	|
2	1	37	0	0	0	1748	3200	3036	356	-1	
3	1	37	1	0	0	1748	3200	3036	356	-1	
4	1	37	1	1	0	1748	3200	3036	356	-1	
5	1	37	1	1	1	1748	3200	576	356	0.000000	NN
5	1	37	1	1	2	2751	3180	326	356	34.843796	R
5	1	37	1	1	3	3239	3200	228	336	0.000000	S
5	1	37	1	1	4	3694	3200	195	336	0.000000	N
5	1	37	1	1	5	4116	3200	196	336	0.000000	N
5	1	37	1	1	6	4474	3200	293	336	0.638762	B
2	1	38	0	0	0	8252	3384	2636	260	-1	
3	1	38	1	0	0	8252	3384	2636	260	-1	
4	1	38	1	1	0	8252	3384	2636	260	-1	
5	1	38	1	1	1	8252	3384	2636	260	58.036804	ugzllmﬂlﬂl
2	1	39	0	0	0	9408	3596	584	48	-1	
3	1	39	1	0	0	9408	3596	584	48	-1	
4	1	39	1	1	0	9408	3596	584	48	-1	
5	1	39	1	1	1	9408	3596	86	48	54.070950	I
5	1	39	1	1	2	9578	3596	126	48	19.850359	I
5	1	39	1	1	3	9832	3596	160	48	27.635975	A
2	1	40	0	0	0	1800	3488	2984	284	-1	
3	1	40	1	0	0	1800	3488	2984	284	-1	
4	1	40	1	1	0	1800	3488	2984	284	-1	
5	1	40	1	1	1	1800	3488	2984	284	64.778648	I!illlﬂi‘!.ili‘!.ili‘!.ili‘!i
2	1	41	0	0	0	6372	3152	640	604	-1	
3	1	41	1	0	0	6372	3152	640	604	-1	
4	1	41	1	1	0	6372	3152	640	604	-1	
5	1	41	1	1	1	6372	3152	640	604	40.702267	i
2	1	42	0	0	0	6612	3736	517	72	-1	
3	1	42	1	0	0	6612	3736	517	72	-1	
4	1	42	1	1	0	6612	3736	517	72	-1	
5	1	42	1	1	1	6612	3736	517	72	10.280333	118
2	1	43	0	0	0	8252	3596	2636	260	-1	
3	1	43	1	0	0	8252	3596	2636	260	-1	
4	1	43	1	1	0	8252	3596	2636	260	-1	
5	1	43	1	1	1	8252	3596	2636	260	59.443340	Elﬂ:llﬂl:lli
2	1	44	0	0	0	8724	3808	1948	48	-1	
3	1	44	1	0	0	8724	3808	1948	48	-1	
4	1	44	1	1	0	8724	3808	1948	48	-1	
5	1	44	1	1	1	8724	3808	212	48	32.646175	.
5	1	44	1	1	2	9104	3808	40	48	43.348534	r
5	1	44	1	1	3	9236	3804	204	72	35.343853	.+
5	1	44	1	1	4	9536	3808	32	48	71.976898	r
5	1	44	1	1	5	9656	3808	132	48	58.279156	.
5	1	44	1	1	6	9950	3804	84	72	0.000000	rr
5	1	44	1	1	7	10088	3804	192	72	58.413925	.|
5	1	44	1	1	8	10364	3808	52	48	79.781433	|
5	1	44	1	1	9	10502	3804	174	72	61.082378	.|
2	1	45	0	0	0	367	3808	1217	472	-1	
3	1	45	1	0	0	367	3808	1217	472	-1	
4	1	45	1	1	0	367	3808	1217	472	-1	
5	1	45	1	1	1	367	3808	1217	472	45.927334	EE'“T
2	1	46	0	0	0	3516	4020	660	48	-1	
3	1	46	1	0	0	3516	4020	660	48	-1	
4	1	46	1	1	0	3516	4020	660	48	-1	
5	1	46	1	1	1	3516	4020	660	48	83.536354	---
2	1	47	0	0	0	5560	4148	444	24	-1	
3	1	47	1	0	0	5560	4148	444	24	-1	
4	1	47	1	1	0	5560	4148	444	24	-1	
5	1	47	1	1	1	5560	4148	71	24	30.908813	I
2	1	48	0	0	0	6400	4152	444	24	-1	
3	1	48	1	0	0	6400	4152	444	24	-1	
4	1	48	1	1	0	6400	4152	444	24	-1	
5	1	48	1	1	1	6400	4152	71	24	30.908813	I
2	1	49	0	0	0	10624	4096	1752	96	-1	
3	1	49	1	0	0	10624	4096	1752	96	-1	
4	1	49	1	1	0	10624	4096	1752	96	-1	
5	1	49	1	1	1	10624	4096	1752	96	1.672478	——
5	1	49	1	1	2	11165	4092	105	104	52.730103	=
5	1	49	1	1	3	11382	4096	994	96	12.578936	R
2	1	50	0	0	0	10544	4012	1888	108	-1	
3	1	50	1	0	0	10544	4012	1888	108	-1	
4	1	50	1	1	0	10544	4012	1888	108	-1	
5	1	50	1	1	1	10544	3960	356	160	28.511616	el
5	1	50	1	1	2	11100	4020	142	100	20.493183	e
2	1	51	0	0	0	3596	4284	204	204	-1	
3	1	51	1	0	0	3596	4284	204	204	-1	
4	1	51	1	1	0	3596	4284	204	204	-1	
5	1	51	1	1	1	3596	4284	204	204	57.915733	IIE-
2	1	52	0	0	0	4180	4332	44	52	-1	
3	1	52	1	0	0	4180	4332	44	52	-1	
4	1	52	1	1	0	4180	4332	44	52	-1	
5	1	52	1	1	1	4180	4332	44	52	71.822258	|
2	1	53	0	0	0	4604	4332	44	52	-1	
3	1	53	1	0	0	4604	4332	44	52	-1	
4	1	53	1	1	0	4604	4332	44	52	-1	
5	1	53	1	1	1	4604	4332	44	52	71.822258	|
2	1	54	0	0	0	8179	4296	333	60	-1	
3	1	54	1	0	0	8179	4296	333	60	-1	
4	1	54	1	1	0	8179	4296	333	60	-1	
5	1	54	1	1	1	8179	4296	26	60	58.992088	3
5	1	54	1	1	2	8391	4299	121	26	10.547771	bl
2	1	55	0	0	0	8391	4355	174	26	-1	
3	1	55	1	0	0	8391	4355	174	26	-1	
4	1	55	1	1	0	8391	4355	174	26	-1	
5	1	55	1	1	1	8391	4355	174	26	55.583473	COUNTER
2	1	56	0	0	0	268	4284	308	388	-1	
3	1	56	1	0	0	268	4284	308	388	-1	
4	1	56	1	1	0	268	4284	308	388	-1	
5	1	56	1	1	1	268	4284	308	388	9.233961	1l
2	1	57	0	0	0	4344	4652	168	180	-1	
3	1	57	1	0	0	4344	4652	168	180	-1	
4	1	57	1	1	0	4344	4652	168	180	-1	
5	1	57	1	1	1	4344	4652	168	180	41.634338	B
2	1	58	0	0	0	6372	4180	640	604	-1	
3	1	58	1	0	0	6372	4180	640	604	-1	
4	1	58	1	1	0	6372	4180	640	604	-1	
5	1	58	1	1	1	6372	4180	640	604	36.362473	i
2	1	59	0	0	0	6612	4788	400	48	-1	
3	1	59	1	0	0	6612	4788	400	48	-1	
4	1	59	1	1	0	6612	4788	400	48	-1	
5	1	59	1	1	1	6612	4788	86	48	37.219124	I
2	1	60	0	0	0	5020	4968	100	104	-1	
3	1	60	1	0	0	5020	4968	100	104	-1	
4	1	60	1	1	0	5020	4968	100	104	-1	
5	1	60	1	1	1	5020	4968	100	104	26.516365	il
2	1	61	0	0	0	6467	5003	222	26	-1	
3	1	61	1	0	0	6467	5003	222	26	-1	
4	1	61	1	1	0	6467	5003	222	26	-1	
5	1	61	1	1	1	6467	5003	222	26	1.939077	EXFTECTIVRE
2	1	62	0	0	0	3540	4776	1476	452	-1	
3	1	62	1	0	0	3540	4776	1476	452	-1	
4	1	62	1	1	0	3540	4776	1476	452	-1	
5	1	62	1	1	1	3540	4776	1476	452	18.623505	T
5	1	62	1	1	2	4406	4687	93	550	41.955238	s
5	1	62	1	1	3	4636	4687	367	550	10.956001	TS
2	1	63	0	0	0	5020	5128	100	48	-1	
3	1	63	1	0	0	5020	5128	100	48	-1	
4	1	63	1	1	0	5020	5128	100	48	-1	
5	1	63	1	1	1	5020	5128	100	48	54.886581	]
2	1	64	0	0	0	6467	5055	146	26	-1	
3	1	64	1	0	0	6467	5055	146	26	-1	
4	1	64	1	1	0	6467	5055	146	26	-1	
5	1	64	1	1	1	6467	5055	146	26	31.503315	ADDRRE
2	1	65	0	0	0	8536	5100	392	48	-1	
3	1	65	1	0	0	8536	5100	392	48	-1	
4	1	65	1	1	0	8536	5100	392	48	-1	
5	1	65	1	1	1	8536	5100	392	48	31.956181	A
2	1	66	0	0	0	8536	4464	640	632	-1	
3	1	66	1	0	0	8536	4464	640	632	-1	
4	1	66	1	1	0	8536	4464	640	632	-1	
5	1	66	1	1	1	8536	4464	640	632	24.409037	b
2	1	67	0	0	0	8776	5152	1448	104	-1	
3	1	67	1	0	0	8776	5152	1448	104	-1	
4	1	67	1	1	0	8776	5152	1448	104	-1	
5	1	67	1	1	1	8776	5152	1448	104	62.462009	HH
2	1	68	0	0	0	9384	5100	392	48	-1	
3	1	68	1	0	0	9384	5100	392	48	-1	
4	1	68	1	1	0	9384	5100	392	48	-1	
5	1	68	1	1	1	9384	5100	392	48	31.956181	A
2	1	69	0	0	0	9384	4464	640	632	-1	
3	1	69	1	0	0	9384	4464	640	632	-1	
4	1	69	1	1	0	9384	4464	640	632	-1	
5	1	69	1	1	1	9384	4464	640	632	16.254005	b
2	1	70	0	0	0	5536	5284	840	152	-1	
3	1	70	1	0	0	5536	5284	840	152	-1	
4	1	70	1	1	0	5536	5284	840	152	-1	
5	1	70	1	1	1	5536	5284	840	152	23.695393	1
2	1	71	0	0	0	8600	5307	153	26	-1	
3	1	71	1	0	0	8600	5307	153	26	-1	
4	1	71	1	1	0	8600	5307	153	26	-1	
5	1	71	1	1	1	8600	5307	153	26	69.296906	&R12402
2	1	72	0	0	0	1424	6252	156	196	-1	
3	1	72	1	0	0	1424	6252	156	196	-1	
4	1	72	1	1	0	1424	6252	156	196	-1	
5	1	72	1	1	1	1424	6252	156	196	16.533175	2l
2	1	73	0	0	0	10363	6379	174	114	-1	
3	1	73	1	0	0	10363	6379	174	114	-1	
4	1	73	1	1	0	10363	6379	174	114	-1	
5	1	73	1	1	1	10363	6379	174	114	24.115128	P
2	1	74	0	0	0	1340	6396	136	304	-1	
3	1	74	1	0	0	1340	6396	136	304	-1	
4	1	74	1	1	0	1340	6396	136	304	-1	
5	1	74	1	1	1	1340	6396	136	304	36.945896	ki
2	1	75	0	0	0	1480	6648	2276	52	-1	
3	1	75	1	0	0	1480	6648	2276	52	-1	
4	1	75	1	1	0	1480	6648	2276	52	-1	
5	1	75	1	1	1	1480	6648	24	52	34.438614	[
5	1	75	1	1	2	1546	6648	158	52	9.606142	N
5	1	75	1	1	3	1880	6648	97	52	17.534075	I
5	1	75	1	1	4	2016	6648	1740	52	34.309128	N
2	1	76	0	0	0	2916	6704	840	52	-1	
3	1	76	1	0	0	2916	6704	840	52	-1	
4	1	76	1	1	0	2916	6704	840	52	-1	
5	1	76	1	1	1	2916	6704	840	52	17.048588	I
2	1	77	0	0	0	1088	6508	80	416	-1	
3	1	77	1	0	0	1088	6508	80	416	-1	
4	1	77	1	1	0	1088	6508	80	416	-1	
5	1	77	1	1	1	1088	6508	80	416	25.320877	i
2	1	78	0	0	0	1172	6704	980	164	-1	
3	1	78	1	0	0	1172	6704	980	164	-1	
4	1	78	1	1	0	1172	6704	980	164	-1	
5	1	78	1	1	1	1172	6704	980	164	67.069115	.ElEI-I-II-
2	1	79	0	0	0	8660	6788	900	108	-1	
3	1	79	1	0	0	8660	6788	900	108	-1	
4	1	79	1	1	0	8660	6788	900	108	-1	
5	1	79	1	1	1	8660	6788	900	108	0.000000	HiERiISSSS=
2	1	80	0	0	0	8660	6900	560	24	-1	
3	1	80	1	0	0	8660	6900	560	24	-1	
4	1	80	1	1	0	8660	6900	560	24	-1	
5	1	80	1	1	1	8656	6896	57	40	34.747772	I
5	1	80	1	1	2	8772	6900	14	24	30.290775	1
5	1	80	1	1	3	8800	6900	420	24	0.000000	VRS
5	1	80	1	1	4	9002	6896	15	40	34.635048	N
5	1	80	1	1	5	9042	6896	28	40	39.481995	O
5	1	80	1	1	6	9086	6896	14	40	12.416792	O
5	1	80	1	1	7	9136	6896	87	40	0.000000	—
2	1	81	0	0	0	9868	6375	337	582	-1	
3	1	81	1	0	0	9868	6375	337	582	-1	
4	1	81	1	1	0	9868	6375	337	582	-1	
5	1	81	1	1	1	9868	6375	337	582	8.916187	4
2	1	82	0	0	0	6324	5440	1100	1684	-1	
3	1	82	1	0	0	6324	5440	1100	1684	-1	
4	1	82	1	1	0	6324	5440	1100	1684	-1	
5	1	82	1	1	1	6324	5440	1100	1684	56.225212	|
2	1	83	0	0	0	2611	7251	1037	242	-1	
3	1	83	1	0	0	2611	7251	1037	242	-1	
4	1	83	1	1	0	2611	7251	1037	242	-1	
5	1	83	1	1	1	2611	7251	193	242	11.520443	L
5	1	83	1	1	2	3035	7251	613	242	20.457945	ot
5	1	83	1	1	3	3434	7247	222	331	49.086052	€
2	1	84	0	0	0	3999	6795	1889	781	-1	
3	1	84	1	0	0	3999	6795	1889	781	-1	
4	1	84	1	1	0	3999	6795	1889	781	-1	
5	1	84	1	1	1	3999	6795	630	726	0.000000	b
5	1	84	1	1	2	4835	6823	1053	753	24.676781	ol
2	1	85	0	0	0	6204	7072	1460	476	-1	
3	1	85	1	0	0	6204	7072	1460	476	-1	
4	1	85	1	1	0	6204	7072	1460	476	-1	
5	1	85	1	1	1	6204	7072	1460	476	41.310448	R
2	1	86	0	0	0	8660	6928	108	620	-1	
3	1	86	1	0	0	8660	6928	108	620	-1	
4	1	86	1	1	0	8660	6928	108	620	-1	
5	1	86	1	1	1	8660	6928	108	620	86.370270	|
2	1	87	0	0	0	10683	6879	290	670	-1	
3	1	87	1	0	0	10683	6879	290	670	-1	
4	1	87	1	1	0	10683	6879	290	670	-1	
5	1	87	1	1	1	10683	6879	290	670	20.567560	!
2	1	88	0	0	0	11163	6879	485	670	-1	
3	1	88	1	0	0	11163	6879	485	670	-1	
4	1	88	1	1	0	11163	6879	485	670	-1	
5	1	88	1	1	1	11163	6879	485	670	0.000000	H
2	1	89	0	0	0	580	7748	10808	24	-1	
3	1	89	1	0	0	580	7748	10808	24	-1	
4	1	89	1	1	0	580	7748	10808	24	-1	
5	1	89	1	1	1	580	7748	108	24	5.082512	¢
5	1	89	1	1	2	732	7748	12	24	55.034733	¥
5	1	89	1	1	3	810	7748	22	24	46.465588	¥
5	1	89	1	1	4	979	7748	105	24	30.520926	'
5	1	89	1	1	5	1148	7748	20	24	0.000000	r
5	1	89	1	1	6	1271	7748	65	24	26.643639	v
5	1	89	1	1	7	1427	7748	49	24	12.111940	v
5	1	89	1	1	8	1612	7748	92	24	35.663460	v
5	1	89	1	1	9	1811	7748	61	24	0.000000	v
5	1	89	1	1	10	1963	7748	49	24	55.757385	v
5	1	89	1	1	11	2074	7748	22	24	20.781240	Y
5	1	89	1	1	12	2344	7748	204	24	41.220608	Y
5	1	89	1	1	13	3182	7748	602	24	49.061108	3
5	1	89	1	1	14	3832	7748	12	24	46.204346	v
5	1	89	1	1	15	3920	7748	36	24	47.371170	¥
5	1	89	1	1	16	4034	7748	34	24	40.753025	v
5	1	89	1	1	17	4157	7748	51	24	51.682011	i
5	1	89	1	1	18	4255	7748	9	24	60.717796	¥
5	1	89	1	1	19	4411	7748	105	24	0.000000	V
5	1	89	1	1	20	4651	7748	93	24	30.382477	v
5	1	89	1	1	21	4895	7748	129	24	0.000000	0
5	1	89	1	1	22	5330	7744	290	39	41.350208	3y
5	1	89	1	1	23	5672	7748	28	24	0.000000	v
5	1	89	1	1	24	5772	7748	40	24	0.000000	1
5	1	89	1	1	25	5893	7744	75	39	61.938393	vy
5	1	89	1	1	26	6032	7744	79	39	68.443962	vy
5	1	89	1	1	27	6214	7744	118	39	0.000000	+y
5	1	89	1	1	28	6367	7748	9	24	67.205994	¥
5	1	89	1	1	29	6452	7748	36	24	32.120621	¥
5	1	89	1	1	30	6565	7748	35	24	0.000000	V
5	1	89	1	1	31	6689	7748	51	24	48.025131	X
