level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	89	1	1	32	6972	7744	416	39	51.032375	OO
5	1	89	1	1	33	7563	7748	25	24	0.000000	4
5	1	89	1	1	34	7693	7748	63	24	57.225681	v
5	1	89	1	1	35	7878	7748	74	24	7.315454	v
5	1	89	1	1	36	8168	7748	180	24	0.000000	4
5	1	89	1	1	37	8411	7748	21	24	45.400410	v
5	1	89	1	1	38	8564	7748	92	24	26.095839	3
5	1	89	1	1	39	8733	7748	35	24	15.059776	y
5	1	89	1	1	40	8905	7744	134	39	60.421558	vy
5	1	89	1	1	41	9068	7748	12	24	64.287910	X
5	1	89	1	1	42	9286	7748	208	24	52.105530	v
5	1	89	1	1	43	9552	7748	8	24	39.118877	¢
5	1	89	1	1	44	9637	7748	35	24	47.245640	¥
5	1	89	1	1	45	9737	7748	19	24	52.981079	v
5	1	89	1	1	46	9864	7748	60	24	31.061005	'
5	1	89	1	1	47	9981	7748	27	24	5.478735	9
5	1	89	1	1	48	10296	7748	52	24	14.946709	vy
5	1	89	1	1	49	10482	7748	124	24	0.000000	-
5	1	89	1	1	50	10660	7744	37	39	0.000000	if
5	1	89	1	1	51	10774	7748	50	24	27.553059	!
5	1	89	1	1	52	10930	7748	66	24	35.705521	!
5	1	89	1	1	53	11041	7748	11	24	58.958279	1
5	1	89	1	1	54	11099	7744	53	39	31.099392	¥l
5	1	89	1	1	55	11265	7748	123	24	73.906662	1]
2	1	90	0	0	0	1088	7720	10300	24	-1	
3	1	90	1	0	0	1088	7720	10300	24	-1	
4	1	90	1	1	0	1088	7720	10300	24	-1	
5	1	90	1	1	1	1088	7720	182	24	34.915432	v
5	1	90	1	1	2	1539	7720	165	24	0.172119	v
5	1	90	1	1	3	1805	7720	67	24	0.000000	0
5	1	90	1	1	4	2003	7716	108	39	7.075214	£V
5	1	90	1	1	5	2328	7720	220	24	3.191862	o
5	1	90	1	1	6	3004	7720	416	24	35.624043	Y
5	1	90	1	1	7	3651	7720	305	24	38.722111	vy
5	1	90	1	1	8	4100	7720	108	24	55.603672	v
5	1	90	1	1	9	4252	7720	12	24	35.570126	v
5	1	90	1	1	10	4408	7720	108	24	48.584091	Y
5	1	90	1	1	11	4649	7720	95	24	33.718876	v
5	1	90	1	1	12	5182	7720	422	24	0.000000	o
5	1	90	1	1	13	5725	7720	87	24	2.742300	1
5	1	90	1	1	14	5890	7716	79	39	66.010460	vy
5	1	90	1	1	15	6033	7716	79	39	51.578835	vy
5	1	90	1	1	16	6212	7720	108	24	57.886120	vy
5	1	90	1	1	17	6365	7720	11	24	13.350573	'
5	1	90	1	1	18	6420	7720	12	24	31.698612	&
5	1	90	1	1	19	6475	7720	13	24	42.038921	Y
5	1	90	1	1	20	6566	7720	34	24	43.846123	v
5	1	90	1	1	21	6690	7720	814	24	0.000000	V4
5	1	90	1	1	22	7567	7720	21	24	42.273022	v
5	1	90	1	1	23	7694	7720	62	24	58.989594	v
5	1	90	1	1	24	7821	7720	19	24	78.970528	¥
5	1	90	1	1	25	7918	7720	34	24	28.238789	!
5	1	90	1	1	26	8169	7716	195	39	3.863878	3y
5	1	90	1	1	27	8409	7720	23	24	83.953400	v
5	1	90	1	1	28	8568	7720	88	24	47.816544	v
5	1	90	1	1	29	8734	7720	34	24	34.930771	v
5	1	90	1	1	30	8906	7716	138	39	77.329910	vy
5	1	90	1	1	31	9072	7720	8	24	58.480053	¥
5	1	90	1	1	32	9342	7720	218	24	6.271162	v
5	1	90	1	1	33	9638	7720	34	24	29.211216	i
5	1	90	1	1	34	9738	7720	18	24	0.000000	{
5	1	90	1	1	35	9862	7720	62	24	35.792751	v
5	1	90	1	1	36	9972	7720	36	24	21.175108	vy
5	1	90	1	1	37	10132	7720	117	24	8.308544	 —
5	1	90	1	1	38	10296	7716	70	39	0.000000	iy
5	1	90	1	1	39	10424	7720	36	24	8.947582	v
5	1	90	1	1	40	10538	7720	34	24	37.454636	1
5	1	90	1	1	41	10635	7720	49	24	28.692127	iy
5	1	90	1	1	42	10775	7720	49	24	35.836086	1
5	1	90	1	1	43	10931	7720	65	24	48.597679	1
5	1	90	1	1	44	11042	7720	10	24	44.819473	1
5	1	90	1	1	45	11100	7716	53	39	31.579491	11
5	1	90	1	1	46	11266	7720	122	24	63.048344	1]
2	1	91	0	0	0	1172	6872	840	844	-1	
3	1	91	1	0	0	1172	6872	840	844	-1	
4	1	91	1	1	0	1172	6872	840	844	-1	
5	1	91	1	1	1	1172	6872	840	844	56.648846	I
2	1	92	0	0	0	2100	7692	9288	24	-1	
3	1	92	1	0	0	2100	7692	9288	24	-1	
4	1	92	1	1	0	2100	7692	9288	24	-1	
5	1	92	1	1	1	2096	7688	91	39	57.867073	-
5	1	92	1	1	2	3025	7692	759	24	36.447845	v
5	1	92	1	1	3	3831	7692	59	24	44.554256	v
5	1	92	1	1	4	4000	7692	68	24	41.965527	Y
5	1	92	1	1	5	4156	7692	52	24	57.354469	v
5	1	92	1	1	6	4254	7692	10	24	44.309162	v
5	1	92	1	1	7	4306	7688	20	39	42.683300	-
5	1	92	1	1	8	4426	7692	90	24	42.683300	Y
5	1	92	1	1	9	4647	7692	97	24	59.532249	Y
5	1	92	1	1	10	4900	7692	124	24	20.767145	Y
5	1	92	1	1	11	5212	7692	287	24	44.675156	Y
5	1	92	1	1	12	5674	7692	26	24	24.019289	v
5	1	92	1	1	13	5928	7688	39	39	74.380051	vy
5	1	92	1	1	14	6031	7692	65	24	65.046150	vy
5	1	92	1	1	15	6230	7692	90	24	47.535347	Y
5	1	92	1	1	16	6366	7692	66	24	14.308767	vt
5	1	92	1	1	17	6477	7692	11	24	43.349350	¥
5	1	92	1	1	18	6564	7692	36	24	43.108059	Y
5	1	92	1	1	19	6691	7692	49	24	24.306698	Y
5	1	92	1	1	20	7045	7692	267	24	18.058853	%
5	1	92	1	1	21	7429	7692	75	24	6.706524	v
5	1	92	1	1	22	7565	7692	23	24	50.597168	v
5	1	92	1	1	23	7738	7692	214	24	0.000000	Vv
5	1	92	1	1	24	8160	7692	272	24	36.627468	o
5	1	92	1	1	25	8735	7692	33	24	47.148571	v
5	1	92	1	1	26	8904	7692	120	24	51.676216	v
5	1	92	1	1	27	9073	7692	7	24	51.676216	v
5	1	92	1	1	28	9278	7692	170	24	0.000000	o
5	1	92	1	1	29	9509	7688	69	39	39.535759	-y
5	1	92	1	1	30	9639	7692	33	24	36.956577	v
5	1	92	1	1	31	9736	7692	20	24	65.752350	v
5	1	92	1	1	32	9863	7692	61	24	23.458014	v
5	1	92	1	1	33	9974	7688	52	39	6.078577	vy
5	1	92	1	1	34	10117	7692	63	24	26.071529	i
5	1	92	1	1	35	10224	7692	12	24	71.797035	X
5	1	92	1	1	36	10282	7688	86	39	30.209641	vii
5	1	92	1	1	37	10425	7692	35	24	43.288101	¥
5	1	92	1	1	38	10546	7692	26	24	49.605865	¥
5	1	92	1	1	39	10637	7692	47	24	27.886333	vi
5	1	92	1	1	40	10773	7692	51	24	50.879677	1
5	1	92	1	1	41	10932	7692	108	24	25.135221	1
5	1	92	1	1	42	11101	7692	35	24	40.725090	vy
5	1	92	1	1	43	11274	7692	114	24	62.297203	1]
2	1	93	0	0	0	2496	7664	5624	24	-1	
3	1	93	1	0	0	2496	7664	5624	24	-1	
4	1	93	1	1	0	2496	7664	5624	24	-1	
5	1	93	1	1	1	2496	7664	500	24	29.026455	v
5	1	93	1	1	2	3070	7664	42	24	0.000000	%
5	1	93	1	1	3	3272	7664	148	24	0.000000	o
5	1	93	1	1	4	3645	7664	199	24	5.647554	1
5	1	93	1	1	5	3889	7664	11	24	39.573586	¢
5	1	93	1	1	6	3944	7664	12	24	43.476788	¥
5	1	93	1	1	7	4032	7664	36	24	13.955927	¥
5	1	93	1	1	8	4162	7664	46	24	0.000000	v
5	1	93	1	1	9	4256	7664	56	24	29.471783	'3
5	1	93	1	1	10	4435	7664	81	24	27.757206	v
5	1	93	1	1	11	4653	7664	91	24	35.323814	v
5	1	93	1	1	12	4906	7664	118	24	48.061272	v
5	1	93	1	1	13	5212	7664	152	24	1.828861	%
5	1	93	1	1	14	5553	7664	147	24	8.880415	v
5	1	93	1	1	15	5781	7664	31	24	6.798182	y
5	1	93	1	1	16	5891	7664	61	24	45.351959	vy
5	1	93	1	1	17	6034	7664	62	24	34.655861	'y
5	1	93	1	1	18	6216	7664	104	24	47.339569	'y
5	1	93	1	1	19	6369	7664	7	24	56.120918	!
5	1	93	1	1	20	6421	7664	11	24	39.369133	¥
5	1	93	1	1	21	6476	7664	12	24	67.519714	¥
5	1	93	1	1	22	6564	7664	36	24	46.595612	¥
5	1	93	1	1	23	6694	7664	46	24	45.397041	v
5	1	93	1	1	24	7035	7664	277	24	0.000000	o
5	1	93	1	1	25	7428	7664	76	24	25.476398	v
5	1	93	1	1	26	7568	7664	20	24	41.298790	¥
5	1	93	1	1	27	7695	7664	61	24	36.477020	1
5	1	93	1	1	28	7822	7664	18	24	37.973217	1
5	1	93	1	1	29	7919	7664	33	24	64.458740	1
5	1	93	1	1	30	8052	7664	68	24	45.532883	]
2	1	94	0	0	0	3000	7636	784	24	-1	
3	1	94	1	0	0	3000	7636	784	24	-1	
4	1	94	1	1	0	3000	7636	784	24	-1	
5	1	94	1	1	1	3000	7636	784	24	30.519966	]
2	1	95	0	0	0	4212	7240	5236	448	-1	
3	1	95	1	0	0	4212	7240	5236	448	-1	
4	1	95	1	1	0	4212	7240	5236	448	-1	
5	1	95	1	1	1	4212	7240	5236	448	59.932804	_______EEEEEEE§§§§§E===i'iiii-_--I-II._
2	1	96	0	0	0	9136	7324	424	336	-1	
3	1	96	1	0	0	9136	7324	424	336	-1	
4	1	96	1	1	0	9136	7324	424	336	-1	
5	1	96	1	1	1	9136	7324	424	336	13.084650	il
2	1	97	0	0	0	10296	7352	52	336	-1	
3	1	97	1	0	0	10296	7352	52	336	-1	
4	1	97	1	1	0	10296	7352	52	336	-1	
5	1	97	1	1	1	10296	7352	52	336	93.976929	|
2	1	98	0	0	0	10487	6991	169	697	-1	
3	1	98	1	0	0	10487	6991	169	697	-1	
4	1	98	1	1	0	10487	6991	169	697	-1	
5	1	98	1	1	1	10487	6991	169	697	50.208672	%
2	1	99	0	0	0	11112	7464	52	224	-1	
3	1	99	1	0	0	11112	7464	52	224	-1	
4	1	99	1	1	0	11112	7464	52	224	-1	
5	1	99	1	1	1	11112	7464	52	224	74.014656	|
2	1	100	0	0	0	636	7776	9824	24	-1	
3	1	100	1	0	0	636	7776	9824	24	-1	
4	1	100	1	1	0	636	7776	9824	24	-1	
5	1	100	1	1	1	636	7772	120	39	5.080423	'V
5	1	100	1	1	2	973	7776	195	24	0.000000	v
5	1	100	1	1	3	1275	7776	61	24	10.189734	v
5	1	100	1	1	4	1613	7772	108	39	46.746658	£
5	1	100	1	1	5	1808	7772	222	39	0.000000	Vv
5	1	100	1	1	6	2075	7776	21	24	60.658909	v
5	1	100	1	1	7	2565	7776	431	24	48.436829	Y
5	1	100	1	1	8	3072	7776	212	24	51.790077	v
5	1	100	1	1	9	3680	7776	267	24	25.222540	v
5	1	100	1	1	10	4034	7776	34	24	51.010292	v
5	1	100	1	1	11	4148	7772	76	39	0.000000	oy
5	1	100	1	1	12	4255	7772	24	39	57.806374	-
5	1	100	1	1	13	4408	7776	108	24	34.821350	v
5	1	100	1	1	14	4645	7776	99	24	0.000000	0
5	1	100	1	1	15	5299	7776	513	24	23.294407	v
5	1	100	1	1	16	5890	7772	79	39	61.747646	vy
5	1	100	1	1	17	6033	7772	79	39	54.526146	vy
5	1	100	1	1	18	6254	7776	193	24	23.148556	v
5	1	100	1	1	19	7765	7772	1278	39	0.000000	vy
5	1	100	1	1	20	9257	7776	191	24	46.258003	v
5	1	100	1	1	21	9491	7776	181	24	46.258003	vy
5	1	100	1	1	22	9738	7776	121	24	12.273092	Y
5	1	100	1	1	23	9988	7776	192	24	34.201183	Y1
5	1	100	1	1	24	10294	7776	166	24	0.000000	i)
2	1	101	0	0	0	1088	7944	8360	52	-1	
3	1	101	1	0	0	1088	7944	8360	52	-1	
4	1	101	1	1	0	1088	7944	8360	52	-1	
5	1	101	1	1	1	1088	7944	8360	52	77.781021	—_—_—_--——_.——_—-———
2	1	102	0	0	0	1088	7888	10272	24	-1	
3	1	102	1	0	0	1088	7888	10272	24	-1	
4	1	102	1	1	0	1088	7888	10272	24	-1	
5	1	102	1	1	1	1088	7888	243	24	0.353670	e
5	1	102	1	1	2	1405	7888	271	24	50.909286	o
5	1	102	1	1	3	1935	7888	72	24	17.768602	e
5	1	102	1	1	4	2556	7888	556	24	19.374132	e
5	1	102	1	1	5	3638	7888	241	24	0.975332	O
5	1	102	1	1	6	4922	7888	1021	24	21.413708	O
5	1	102	1	1	7	6004	7888	59	24	20.478220	e
5	1	102	1	1	8	6189	7888	125	24	21.570520	e
5	1	102	1	1	9	6355	7888	82	24	10.802441	O
5	1	102	1	1	10	6537	7888	56	24	19.165659	e
5	1	102	1	1	11	6609	7888	449	24	15.305262	5
5	1	102	1	1	12	7626	7888	124	24	23.913254	e
5	1	102	1	1	13	8094	7888	504	24	35.214458	o
5	1	102	1	1	14	8776	7888	248	24	21.170225	5
5	1	102	1	1	15	9712	7888	339	24	34.698444	e
5	1	102	1	1	16	10258	7888	90	24	11.541662	0
5	1	102	1	1	17	10967	7888	393	24	44.693787	o
2	1	103	0	0	0	1088	7860	10468	24	-1	
3	1	103	1	0	0	1088	7860	10468	24	-1	
4	1	103	1	1	0	1088	7860	10468	24	-1	
5	1	103	1	1	1	1088	7860	126	24	7.067480	N
5	1	103	1	1	2	1399	7860	72	24	10.995855	e
5	1	103	1	1	3	1737	7860	270	24	15.825615	e
5	1	103	1	1	4	2936	7860	943	24	3.276453	O
5	1	103	1	1	5	3927	7860	27	24	7.808714	e
5	1	103	1	1	6	4080	7860	436	24	40.233612	o
5	1	103	1	1	7	5357	7860	339	24	26.109390	e
5	1	103	1	1	8	5708	7860	53	24	13.811493	O
5	1	103	1	1	9	5864	7860	60	24	28.276482	e
5	1	103	1	1	10	6004	7860	59	24	26.510845	e
5	1	103	1	1	11	6089	7860	124	24	11.020164	O
5	1	103	1	1	12	6355	7860	82	24	21.100998	O
5	1	103	1	1	13	6550	7860	508	24	19.173622	O
5	1	103	1	1	14	7512	7856	43	39	41.968948	AN
5	1	103	1	1	15	7597	7860	159	24	25.502666	S
5	1	103	1	1	16	7961	7860	195	24	22.485165	O
5	1	103	1	1	17	8354	7856	72	39	11.873541	NN
5	1	103	1	1	18	8438	7860	170	24	40.040634	S
5	1	103	1	1	19	8776	7860	112	24	37.248138	A
5	1	103	1	1	20	9215	7860	228	24	31.235008	N
5	1	103	1	1	21	9456	7856	43	39	0.000000	JUNNN
5	1	103	1	1	22	9511	7860	27	24	0.000000	O
5	1	103	1	1	23	9612	7860	56	24	46.236214	N
5	1	103	1	1	24	9686	7860	125	24	24.216381	N
5	1	103	1	1	25	9930	7860	196	24	26.304207	W
5	1	103	1	1	26	10330	7860	14	24	17.735624	N
5	1	103	1	1	27	10356	7860	235	24	0.000000	O
5	1	103	1	1	28	10925	7860	143	24	0.000000	N
5	1	103	1	1	29	11116	7860	125	24	31.626406	S
2	1	104	0	0	0	1340	7916	756	24	-1	
3	1	104	1	0	0	1340	7916	756	24	-1	
4	1	104	1	1	0	1340	7916	756	24	-1	
5	1	104	1	1	1	1340	7916	756	24	25.317459	I
2	1	105	0	0	0	1340	7832	9484	24	-1	
3	1	105	1	0	0	1340	7832	9484	24	-1	
4	1	105	1	1	0	1340	7832	9484	24	-1	
5	1	105	1	1	1	1340	7832	71	24	7.663956	N
5	1	105	1	1	2	1739	7828	312	39	18.245525	et
5	1	105	1	1	3	2320	7832	792	24	38.110180	e
5	1	105	1	1	4	3949	7832	114	24	16.277761	e
5	1	105	1	1	5	4134	7832	72	24	16.247711	s
5	1	105	1	1	6	4355	7832	161	24	17.569733	e
5	1	105	1	1	7	4758	7832	140	24	0.000000	e
5	1	105	1	1	8	5424	7832	449	24	22.142902	O
5	1	105	1	1	9	5944	7832	89	24	17.016697	O
5	1	105	1	1	10	6201	7832	114	24	18.558989	e
5	1	105	1	1	11	6344	7832	27	24	18.492765	e
5	1	105	1	1	12	6438	7832	111	24	16.347256	O
5	1	105	1	1	13	7046	7832	452	24	43.659519	N
5	1	105	1	1	14	7511	7828	75	39	41.230450	NN
5	1	105	1	1	15	7595	7828	157	39	29.635639	OSSN
5	1	105	1	1	16	7764	7832	95	24	19.690228	A
5	1	105	1	1	17	7959	7832	196	24	16.143141	O
5	1	105	1	1	18	8356	7828	72	39	36.784397	OSSN
5	1	105	1	1	19	8440	7828	167	39	25.137529	AN
5	1	105	1	1	20	8778	7832	111	24	27.340593	S
5	1	105	1	1	21	9002	7832	14	24	6.135998	N
5	1	105	1	1	22	9032	7828	221	39	18.292885	OSSN
5	1	105	1	1	23	9454	7832	27	24	46.680954	N
5	1	105	1	1	24	9509	7832	27	24	26.898308	N
5	1	105	1	1	25	9568	7832	56	24	23.219805	S
5	1	105	1	1	26	9678	7832	125	24	26.597061	N
5	1	105	1	1	27	9929	7828	75	39	39.970222	(Y
5	1	105	1	1	28	10016	7828	128	39	0.000000	SH—
5	1	105	1	1	29	10185	7832	69	24	17.482605	S
5	1	105	1	1	30	10332	7832	13	24	24.125166	N
2	1	106	0	0	0	3116	7916	7232	24	-1	
3	1	106	1	0	0	3116	7916	7232	24	-1	
4	1	106	1	1	0	3116	7916	7232	24	-1	
5	1	106	1	1	1	3116	7916	7232	24	75.645233	—_--—__———.—_-—_-_———-—--—_—l.
2	1	107	0	0	0	10464	7776	1092	80	-1	
3	1	107	1	0	0	10464	7776	1092	80	-1	
4	1	107	1	1	0	10464	7776	1092	80	-1	
5	1	107	1	1	1	10460	7772	152	114	86.020897	—
5	1	107	1	1	2	10906	7776	202	80	57.608944	|
5	1	107	1	1	3	11305	7776	55	80	76.705124	|
2	1	108	0	0	0	1876	7972	6472	24	-1	
3	1	108	1	0	0	1876	7972	6472	24	-1	
4	1	108	1	1	0	1876	7972	6472	24	-1	
5	1	108	1	1	1	1876	7972	113	24	51.605690	S
5	1	108	1	1	2	2366	7972	507	24	26.666637	e
5	1	108	1	1	3	3259	7972	154	24	27.704077	e
5	1	108	1	1	4	3428	7972	209	24	13.620844	5
5	1	108	1	1	5	3906	7972	339	24	11.970558	O
5	1	108	1	1	6	5235	7972	775	24	37.152359	e
5	1	108	1	1	7	6077	7972	124	24	8.497276	O
5	1	108	1	1	8	6405	7972	593	24	41.942726	o
5	1	108	1	1	9	7510	7968	50	39	31.042366	AN
5	1	108	1	1	10	7666	7972	86	24	40.342972	N
5	1	108	1	1	11	7764	7972	95	24	3.765116	O
2	1	109	0	0	0	3116	8056	2952	24	-1	
3	1	109	1	0	0	3116	8056	2952	24	-1	
4	1	109	1	1	0	3116	8056	2952	24	-1	
5	1	109	1	1	1	3116	8056	728	24	0.000000	Y
2	1	110	0	0	0	3592	8000	308	52	-1	
3	1	110	1	0	0	3592	8000	308	52	-1	
4	1	110	1	1	0	3592	8000	308	52	-1	
5	1	110	1	1	1	3592	8000	308	52	52.717762	]
2	1	111	0	0	0	5928	8000	1828	24	-1	
3	1	111	1	0	0	5928	8000	1828	24	-1	
4	1	111	1	1	0	5928	8000	1828	24	-1	
5	1	111	1	1	1	5928	8000	140	24	12.689743	3
2	1	112	0	0	0	524	8252	276	108	-1	
3	1	112	1	0	0	524	8252	276	108	-1	
4	1	112	1	1	0	524	8252	276	108	-1	
5	1	112	1	1	1	524	8252	276	108	14.321041	NN
2	1	113	0	0	0	580	7776	164	472	-1	
3	1	113	1	0	0	580	7776	164	472	-1	
4	1	113	1	1	0	580	7776	164	472	-1	
5	1	113	1	1	1	580	7776	164	472	69.676178	I
2	1	114	0	0	0	6608	8224	192	52	-1	
3	1	114	1	0	0	6608	8224	192	52	-1	
4	1	114	1	1	0	6608	8224	192	52	-1	
5	1	114	1	1	1	6608	8224	70	80	33.942101	||
5	1	114	1	1	2	6706	8224	122	80	0.000000	HL]
2	1	115	0	0	0	7371	8000	2170	192	-1	
3	1	115	1	0	0	7371	8000	2170	192	-1	
4	1	115	1	1	0	7371	8000	2170	192	-1	
5	1	115	1	1	1	7371	8107	69	18	77.502846	=
5	1	115	1	1	2	7455	8000	2086	304	0.000000	A
2	1	116	0	0	0	7456	8196	888	108	-1	
3	1	116	1	0	0	7456	8196	888	108	-1	
4	1	116	1	1	0	7456	8196	888	108	-1	
5	1	116	1	1	1	7456	8196	748	108	65.269592	l![JHEIIIHE
5	1	116	1	1	2	8156	8196	188	108	0.000000	i
2	1	117	0	0	0	8352	7944	2808	248	-1	
3	1	117	1	0	0	8352	7944	2808	248	-1	
4	1	117	1	1	0	8352	7944	2808	248	-1	
5	1	117	1	1	1	8348	7816	342	456	27.867508	—
2	1	118	0	0	0	9336	8196	1824	108	-1	
3	1	118	1	0	0	9336	8196	1824	108	-1	
4	1	118	1	1	0	9336	8196	1824	108	-1	
5	1	118	1	1	1	9992	8224	72	80	0.000000	al
5	1	118	1	1	2	9336	8196	1824	108	60.940071	l![]H:!E]H:!IEH:!II
2	1	119	0	0	0	11560	7776	592	464	-1	
3	1	119	1	0	0	11560	7776	592	464	-1	
4	1	119	1	1	0	11560	7776	592	464	-1	
5	1	119	1	1	1	11560	7776	592	464	0.000000	od|
2	1	120	0	0	0	51	7940	362	557	-1	
3	1	120	1	0	0	51	7940	362	557	-1	
4	1	120	1	1	0	51	7940	362	557	-1	
5	1	120	1	1	1	51	7940	362	557	72.953445	=
2	1	121	0	0	0	5456	8308	5704	136	-1	
3	1	121	1	0	0	5456	8308	5704	136	-1	
4	1	121	1	1	0	5456	8308	5704	136	-1	
5	1	121	1	1	1	5456	8308	5704	136	56.344227	ldﬁiﬂﬁﬂﬂiﬂﬁﬂIIIIIIIIHE“ﬁﬂﬂi“lllllﬁﬂﬂﬁlﬁﬂﬂiﬂllHE“E?IIIIIIIIIIIIIHE“ﬁﬂH!“IIIIIIIIIIﬁﬂHﬁﬂﬁﬂﬂiﬂﬁﬂﬂiﬂﬁﬂﬂiﬂII
2	1	122	0	0	0	12180	8224	196	232	-1	
3	1	122	1	0	0	12180	8224	196	232	-1	
4	1	122	1	1	0	12180	8224	196	232	-1	
5	1	122	1	1	1	12180	8224	196	232	9.449205	A
2	1	123	0	0	0	580	8364	220	308	-1	
3	1	123	1	0	0	580	8364	220	308	-1	
4	1	123	1	1	0	580	8364	220	308	-1	
5	1	123	1	1	1	580	8364	220	308	47.917091	il
2	1	124	0	0	0	5452	8476	5708	308	-1	
3	1	124	1	0	0	5452	8476	5708	308	-1	
4	1	124	1	1	0	5452	8476	5708	308	-1	
5	1	124	1	1	1	5452	8476	69	224	30.855404	-
5	1	124	1	1	2	5536	8476	5624	308	63.851894	-l@ﬁlﬁl—@@@-@|L=lmr;l-|r=lﬁll—mlﬁl—m:ﬁ!ﬁmmﬁml
2	1	125	0	0	0	12180	8440	765	236	-1	
3	1	125	1	0	0	12180	8440	765	236	-1	
4	1	125	1	1	0	12180	8440	765	236	-1	
5	1	125	1	1	1	12180	8440	252	236	30.057783	A
5	1	125	1	1	2	12519	8436	54	317	30.057783	|
5	1	125	1	1	3	12663	8567	282	30	37.472382	=
2	1	126	0	0	0	524	8676	220	164	-1	
3	1	126	1	0	0	524	8676	220	164	-1	
4	1	126	1	1	0	524	8676	220	164	-1	
5	1	126	1	1	1	524	8676	220	164	40.699478	11
2	1	127	0	0	0	2832	8056	756	840	-1	
3	1	127	1	0	0	2832	8056	756	840	-1	
4	1	127	1	1	0	2832	8056	756	840	-1	
